id,gender_cd,wave,num_dates,partner_id,age,field_cd,race_cd,career_cd,prob,decision,rate_p_attr,rate_p_sinc,rate_p_intel,rate_p_fun,rate_p_amb,gender_p_attr,gender_p_sinc,gender_p_intel,gender_p_fun,gender_p_amb,gender_prob,weight
423,1,16,6,418,30,8.0,2.0,7.0,7,0,7,8,8,7,7,7,8,8,7,7,7,0.16666666666666666
378,1,14,20,344,29,8.0,2.0,7.0,6,0,7,8,6,7,7,7,8,6,7,7,6,0.05
345,0,14,18,362,24,10.0,2.0,4.0,7,0,6,10,10,8,8,0,0,0,0,0,0,0.05555555555555555
70,1,3,10,57,26,8.0,2.0,7.0,2,0,5,8,7,5,5,5,8,7,5,5,2,0.1
406,1,15,18,383,27,8.0,4.0,7.0,8,1,6,7,8,8,8,6,7,8,8,8,8,0.05555555555555555
273,1,11,21,256,29,10.0,2.0,2.0,1,0,7,6,8,5,5,7,6,8,5,5,1,0.047619047619047616
226,1,9,20,200,23,8.0,2.0,6.0,5,0,7,7,8,7,7,7,7,8,7,7,5,0.05
214,1,9,20,208,23,10.0,2.0,2.0,7,1,8,9,8,7,8,8,9,8,7,8,7,0.05
64,0,3,10,69,27,11.0,4.0,9.0,5,1,7,7,8,6,4,0,0,0,0,0,0,0.1
71,1,3,10,58,21,1.0,2.0,14.0,2,1,6,7,6,8,9,6,7,6,8,9,2,0.1
266,0,11,21,289,28,16.0,2.0,10.0,7,1,7,9,8,7,5,0,0,0,0,0,0,0.047619047619047616
330,0,13,9,336,22,5.0,4.0,10.0,8,0,4,9,8,4,7,0,0,0,0,0,0,0.1111111111111111
421,0,16,8,422,25,11.0,4.0,11.0,6,1,6,9,8,8,9,0,0,0,0,0,0,0.125
354,0,14,18,377,22,3.0,2.0,3.0,5,0,2,8,10,4,4,0,0,0,0,0,0,0.05555555555555555
434,0,17,14,448,27,11.0,2.0,15.0,5,0,7,6,6,5,7,0,0,0,0,0,0,0.07142857142857142
154,0,7,16,170,27,8.0,2.0,7.0,5,0,6,10,10,5,9,0,0,0,0,0,0,0.0625
77,0,4,18,103,22,11.0,2.0,11.0,5,1,9,7,7,10,8,0,0,0,0,0,0,0.05555555555555555
396,0,15,19,405,25,15.0,4.0,6.0,7,1,5,8,9,8,9,0,0,0,0,0,0,0.05263157894736842
220,1,9,20,194,25,13.0,6.0,6.0,1,0,5,8,8,7,9,5,8,8,7,9,1,0.05
341,0,14,18,364,23,13.0,4.0,10.0,8,0,6,10,8,8,8,0,0,0,0,0,0,0.05555555555555555
285,1,11,21,257,24,5.0,6.0,7.0,9,1,8,8,8,8,8,8,8,8,8,8,9,0.047619047619047616
387,0,15,19,405,25,3.0,2.0,3.0,6,0,6,8,8,7,8,0,0,0,0,0,0,0.05263157894736842
110,1,4,18,86,28,14.0,2.0,6.0,6,1,7,8,9,8,7,7,8,9,8,7,6,0.05555555555555555
421,0,16,8,425,25,11.0,4.0,11.0,5,0,2,7,8,5,9,0,0,0,0,0,0,0.125
54,1,2,19,32,28,8.0,2.0,7.0,5,1,7,8,8,7,8,7,8,8,7,8,5,0.05263157894736842
285,1,11,21,261,24,5.0,6.0,7.0,6,1,6,6,6,6,6,6,6,6,6,6,6,0.047619047619047616
54,1,2,19,33,28,8.0,2.0,7.0,5,0,5,8,8,7,7,5,8,8,7,7,5,0.05263157894736842
351,0,14,18,373,35,9.0,4.0,2.0,8,1,9,9,9,9,9,0,0,0,0,0,0,0.05555555555555555
116,0,5,10,122,21,13.0,2.0,10.0,10,1,10,10,10,10,10,0,0,0,0,0,0,0.1
218,1,9,20,212,24,10.0,2.0,2.0,4,0,6,5,6,6,6,6,5,6,6,6,4,0.05
106,1,4,18,79,22,1.0,3.0,1.0,2,1,8,10,10,6,9,8,10,10,6,9,2,0.05555555555555555
121,0,5,10,129,21,3.0,2.0,2.0,1,0,7,6,7,8,10,0,0,0,0,0,0,0.1
267,0,11,21,280,26,10.0,4.0,4.0,6,0,4,7,7,4,7,0,0,0,0,0,0,0.047619047619047616
374,1,14,20,355,30,8.0,4.0,7.0,6,1,7,6,5,5,6,7,6,5,5,6,6,0.05
163,1,7,16,146,26,9.0,2.0,2.0,3,0,5,8,7,6,7,5,8,7,6,7,3,0.0625
285,1,11,21,269,24,5.0,6.0,7.0,8,1,8,8,8,8,8,8,8,8,8,8,8,0.047619047619047616
216,1,9,20,197,27,8.0,2.0,7.0,5,0,6,8,8,6,6,6,8,8,6,6,5,0.05
54,1,2,19,30,28,8.0,2.0,7.0,5,0,6,8,8,7,8,6,8,8,7,8,5,0.05263157894736842
370,1,14,20,341,28,8.0,2.0,7.0,4,0,6,9,7,7,5,6,9,7,7,5,4,0.05
377,1,14,20,358,26,8.0,4.0,7.0,6,1,7,8,9,7,9,7,8,9,7,9,6,0.05
14,1,1,10,9,23,1.0,2.0,1.0,7,1,7,8,7,8,8,7,8,7,8,8,7,0.1
356,0,14,18,371,27,3.0,2.0,3.0,5,0,7,6,7,5,6,0,0,0,0,0,0,0.05555555555555555
160,1,7,16,156,29,8.0,1.0,8.0,9,1,8,10,8,9,9,8,10,8,9,9,9,0.0625
203,0,9,20,214,22,2.0,2.0,2.0,6,0,3,6,7,5,7,0,0,0,0,0,0,0.05
123,1,5,10,120,18,5.0,4.0,4.0,8,0,9,6,8,5,7,9,6,8,5,7,8,0.1
259,0,11,21,288,25,10.0,2.0,2.0,4,0,7,7,7,6,6,0,0,0,0,0,0,0.047619047619047616
450,1,17,11,439,25,13.0,2.0,9.0,6,1,8,7,7,7,5,8,7,7,7,5,6,0.09090909090909091
18,1,1,10,5,27,8.0,2.0,7.0,5,0,5,5,6,5,5,5,5,6,5,5,5,0.1
204,0,9,20,222,26,8.0,2.0,7.0,5,0,1,6,8,1,2,0,0,0,0,0,0,0.05
358,0,14,18,362,26,8.0,4.0,7.0,7,0,6,8,7,7,7,0,0,0,0,0,0,0.05555555555555555
424,1,16,6,418,24,5.0,4.0,2.0,6,1,7,7,8,8,8,7,7,8,8,8,6,0.16666666666666666
107,1,4,18,92,21,7.0,2.0,2.0,6,1,9,9,9,9,9,9,9,9,9,9,6,0.05555555555555555
287,1,11,21,271,22,13.0,4.0,6.0,7,1,9,6,8,9,6,9,6,8,9,6,7,0.047619047619047616
64,0,3,10,71,27,11.0,4.0,9.0,4,1,5,6,6,4,7,0,0,0,0,0,0,0.1
434,0,17,14,445,27,11.0,2.0,15.0,8,0,7,9,7,7,7,0,0,0,0,0,0,0.07142857142857142
279,1,11,21,262,25,10.0,2.0,2.0,3,0,6,8,9,3,7,6,8,9,3,7,3,0.047619047619047616
250,1,10,9,241,25,6.0,6.0,2.0,9,1,8,10,8,8,8,8,10,8,8,8,9,0.1111111111111111
155,0,7,16,165,27,8.0,2.0,9.0,5,0,7,6,5,6,4,0,0,0,0,0,0,0.0625
257,0,11,21,276,24,9.0,2.0,2.0,2,0,3,5,6,6,6,0,0,0,0,0,0,0.047619047619047616
379,0,15,19,414,38,8.0,2.0,7.0,2,0,6,6,9,6,9,0,0,0,0,0,0,0.05263157894736842
292,1,11,21,254,28,13.0,1.0,7.0,4,0,5,10,7,4,4,5,10,7,4,4,4,0.047619047619047616
344,0,14,18,368,26,13.0,3.0,9.0,6,0,6,7,7,8,6,0,0,0,0,0,0,0.05555555555555555
134,0,6,5,140,23,10.0,2.0,2.0,9,1,8,9,9,9,10,0,0,0,0,0,0,0.2
348,0,14,18,378,21,9.0,4.0,2.0,5,1,8,9,9,8,8,0,0,0,0,0,0,0.05555555555555555
221,1,9,20,199,27,8.0,4.0,7.0,4,1,8,6,7,7,8,8,6,7,7,8,4,0.05
95,1,4,18,90,26,8.0,2.0,7.0,2,0,3,8,5,4,5,3,8,5,4,5,2,0.05555555555555555
293,1,11,21,267,28,8.0,3.0,7.0,6,0,7,6,7,7,8,7,6,7,7,8,6,0.047619047619047616
448,1,17,11,437,22,1.0,2.0,7.0,4,1,5,7,5,6,3,5,7,5,6,3,4,0.09090909090909091
407,1,15,18,381,24,14.0,2.0,6.0,5,0,10,10,10,10,10,10,10,10,10,10,5,0.05555555555555555
85,0,4,18,107,30,11.0,2.0,9.0,6,1,7,6,6,5,6,0,0,0,0,0,0,0.05555555555555555
102,1,4,18,88,32,10.0,2.0,2.0,6,0,5,5,6,6,7,5,5,6,6,7,6,0.05555555555555555
214,1,9,20,194,23,10.0,2.0,2.0,4,0,7,8,6,7,8,7,8,6,7,8,4,0.05
215,1,9,20,199,26,8.0,4.0,7.0,6,1,5,6,6,5,6,5,6,6,5,6,6,0.05
236,0,10,9,251,24,10.0,4.0,2.0,7,0,5,6,6,7,5,0,0,0,0,0,0,0.1111111111111111
254,0,11,21,279,22,7.0,2.0,2.0,5,1,9,8,8,6,8,0,0,0,0,0,0,0.047619047619047616
155,0,7,16,173,27,8.0,2.0,9.0,7,0,3,8,8,4,8,0,0,0,0,0,0,0.0625
204,0,9,20,216,26,8.0,2.0,7.0,1,0,3,8,10,6,10,0,0,0,0,0,0,0.05
384,0,15,19,413,23,9.0,2.0,10.0,8,0,7,10,10,8,10,0,0,0,0,0,0,0.05263157894736842
113,0,5,10,131,21,8.0,2.0,10.0,5,0,4,9,8,3,6,0,0,0,0,0,0,0.1
151,0,7,16,166,28,13.0,2.0,9.0,6,0,6,4,6,6,5,0,0,0,0,0,0,0.0625
85,0,4,18,101,30,11.0,2.0,9.0,4,0,4,7,9,4,8,0,0,0,0,0,0,0.05555555555555555
384,0,15,19,407,23,9.0,2.0,10.0,8,1,9,10,10,7,9,0,0,0,0,0,0,0.05263157894736842
181,0,8,10,191,22,4.0,1.0,2.0,5,1,8,9,8,8,8,0,0,0,0,0,0,0.1
20,1,1,10,3,24,8.0,2.0,7.0,5,0,5,6,8,5,8,5,6,8,5,8,5,0.1
227,1,9,20,204,26,8.0,2.0,7.0,3,0,4,4,5,5,5,4,4,5,5,5,3,0.05
123,1,5,10,114,18,5.0,4.0,4.0,1,0,4,6,6,5,4,4,6,6,5,4,1,0.1
95,1,4,18,79,26,8.0,2.0,7.0,3,0,4,7,7,6,5,4,7,7,6,5,3,0.05555555555555555
85,0,4,18,109,30,11.0,2.0,9.0,6,0,6,8,7,5,6,0,0,0,0,0,0,0.05555555555555555
268,0,11,21,289,24,4.0,3.0,4.0,4,1,5,7,9,6,8,0,0,0,0,0,0,0.047619047619047616
69,1,3,10,58,28,8.0,2.0,7.0,1,0,4,7,4,2,3,4,7,4,2,3,1,0.1
402,1,15,18,386,29,2.0,4.0,7.0,4,0,6,7,7,4,6,6,7,7,4,6,4,0.05555555555555555
37,0,2,16,51,27,3.0,2.0,7.0,2,1,7,4,7,7,6,0,0,0,0,0,0,0.0625
227,1,9,20,196,26,8.0,2.0,7.0,4,0,5,7,7,6,5,5,7,7,6,5,4,0.05
138,1,6,5,135,32,8.0,2.0,7.0,8,0,4,6,6,1,7,4,6,6,1,7,8,0.2
195,0,9,20,231,27,10.0,2.0,2.0,9,0,6,10,9,8,10,0,0,0,0,0,0,0.05
42,1,2,19,27,23,5.0,4.0,5.0,6,1,8,9,8,9,8,8,9,8,9,8,6,0.05263157894736842
94,1,4,18,88,28,8.0,4.0,7.0,5,0,7,6,6,6,6,7,6,6,6,6,5,0.05555555555555555
360,0,14,18,363,24,3.0,6.0,3.0,1,0,4,4,5,5,6,0,0,0,0,0,0,0.05555555555555555
122,1,5,10,117,22,1.0,6.0,1.0,1,0,10,10,10,10,10,10,10,10,10,10,1,0.1
361,1,14,20,356,34,1.0,2.0,1.0,8,0,9,10,9,8,9,9,10,9,8,9,8,0.05
199,0,9,20,231,30,7.0,2.0,2.0,7,0,3,3,3,8,8,0,0,0,0,0,0,0.05
440,1,17,11,432,21,1.0,2.0,1.0,4,0,7,7,8,5,7,7,7,8,5,7,4,0.09090909090909091
167,1,7,16,142,23,10.0,2.0,2.0,4,1,7,6,7,6,4,7,6,7,6,4,4,0.0625
189,1,8,10,177,27,1.0,6.0,9.0,7,0,5,6,6,5,9,5,6,6,5,9,7,0.1
283,1,11,21,266,27,5.0,4.0,7.0,10,1,10,10,10,10,10,10,10,10,10,10,10,0.047619047619047616
254,0,11,21,291,22,7.0,2.0,2.0,5,0,5,7,9,8,9,0,0,0,0,0,0,0.047619047619047616
282,1,11,21,255,23,5.0,1.0,7.0,2,0,6,7,7,5,5,6,7,7,5,5,2,0.047619047619047616
200,0,9,20,215,25,8.0,2.0,9.0,6,0,6,8,8,8,8,0,0,0,0,0,0,0.05
157,0,7,16,164,28,8.0,4.0,7.0,6,0,5,6,6,7,7,0,0,0,0,0,0,0.0625
362,1,14,20,359,30,1.0,2.0,1.0,8,1,7,8,8,7,7,7,8,8,7,7,8,0.05
93,0,4,18,94,29,5.0,2.0,2.0,5,0,6,6,7,7,8,0,0,0,0,0,0,0.05555555555555555
257,0,11,21,275,24,9.0,2.0,2.0,3,0,5,5,6,6,6,0,0,0,0,0,0,0.047619047619047616
73,1,3,10,64,22,8.0,2.0,7.0,1,0,3,7,6,6,5,3,7,6,6,5,1,0.1
198,0,9,20,216,23,13.0,4.0,7.0,4,0,3,4,5,6,6,0,0,0,0,0,0,0.05
263,0,11,21,285,26,3.0,1.0,10.0,6,0,6,10,8,7,8,0,0,0,0,0,0,0.047619047619047616
117,0,5,10,126,21,8.0,2.0,7.0,4,0,6,10,9,7,8,0,0,0,0,0,0,0.1
44,1,2,19,23,24,3.0,2.0,2.0,8,1,8,8,8,10,7,8,8,8,10,7,8,0.05263157894736842
375,1,14,20,357,27,8.0,2.0,1.0,8,1,6,8,8,7,7,6,8,8,7,7,8,0.05
208,0,9,20,228,25,10.0,1.0,7.0,5,0,5,8,8,8,8,0,0,0,0,0,0,0.05
348,0,14,18,369,21,9.0,4.0,2.0,3,1,8,7,6,10,7,0,0,0,0,0,0,0.05555555555555555
37,0,2,16,43,27,3.0,2.0,7.0,2,0,4,7,8,2,6,0,0,0,0,0,0,0.0625
126,1,5,10,115,22,7.0,2.0,4.0,5,0,5,7,6,6,6,5,7,6,6,6,5,0.1
414,1,15,18,382,29,8.0,2.0,7.0,2,1,10,10,10,8,9,10,10,10,8,9,2,0.05555555555555555
224,1,9,20,203,32,3.0,2.0,15.0,6,0,6,8,8,5,5,6,8,8,5,5,6,0.05
350,0,14,18,367,31,10.0,2.0,4.0,5,0,6,9,9,6,8,0,0,0,0,0,0,0.05555555555555555
216,1,9,20,208,27,8.0,2.0,7.0,6,1,8,9,9,9,9,8,9,9,9,9,6,0.05
148,0,7,16,163,27,8.0,4.0,7.0,5,1,7,9,9,8,8,0,0,0,0,0,0,0.0625
433,0,17,14,450,30,15.0,6.0,6.0,5,0,4,5,6,4,4,0,0,0,0,0,0,0.07142857142857142
212,0,9,20,229,27,8.0,3.0,7.0,7,1,7,7,9,8,9,0,0,0,0,0,0,0.05
44,1,2,19,33,24,3.0,2.0,2.0,6,1,6,7,7,6,6,6,7,7,6,6,6,0.05263157894736842
212,0,9,20,232,27,8.0,3.0,7.0,6,0,6,6,7,6,6,0,0,0,0,0,0,0.05
195,0,9,20,230,27,10.0,2.0,2.0,8,0,6,7,6,6,6,0,0,0,0,0,0,0.05
349,0,14,18,372,33,3.0,2.0,7.0,8,1,7,8,8,7,6,0,0,0,0,0,0,0.05555555555555555
332,1,13,10,328,30,3.0,4.0,2.0,10,1,10,10,9,10,9,10,10,9,10,9,10,0.1
169,1,7,16,154,28,10.0,2.0,2.0,9,1,10,9,9,9,9,10,9,9,9,9,9,0.0625
257,0,11,21,280,24,9.0,2.0,2.0,2,0,3,4,6,5,5,0,0,0,0,0,0,0.047619047619047616
446,1,17,11,430,28,8.0,3.0,7.0,6,1,7,8,8,8,8,7,8,8,8,8,6,0.09090909090909091
365,1,14,20,351,30,8.0,2.0,10.0,5,0,7,7,6,5,5,7,7,6,5,5,5,0.05
77,0,4,18,95,22,11.0,2.0,11.0,6,0,4,6,6,6,5,0,0,0,0,0,0,0.05555555555555555
89,0,4,18,101,27,8.0,2.0,2.0,5,0,5,9,8,6,6,0,0,0,0,0,0,0.05555555555555555
64,0,3,10,66,27,11.0,4.0,9.0,5,1,7,7,8,6,8,0,0,0,0,0,0,0.1
29,0,2,16,44,22,11.0,2.0,9.0,4,1,8,6,7,3,7,0,0,0,0,0,0,0.0625
169,1,7,16,156,28,10.0,2.0,2.0,8,0,8,8,10,8,10,8,8,10,8,10,8,0.0625
275,1,11,21,262,21,5.0,2.0,7.0,7,1,4,7,8,5,8,4,7,8,5,8,7,0.047619047619047616
110,1,4,18,80,28,14.0,2.0,6.0,2,0,6,8,8,6,9,6,8,8,6,9,2,0.05555555555555555
88,0,4,18,94,23,11.0,2.0,9.0,2,0,1,2,10,1,10,0,0,0,0,0,0,0.05555555555555555
154,0,7,16,168,27,8.0,2.0,7.0,5,0,5,9,7,5,7,0,0,0,0,0,0,0.0625
160,1,7,16,148,29,8.0,1.0,8.0,7,1,7,8,8,8,8,7,8,8,8,8,7,0.0625
126,1,5,10,120,22,7.0,2.0,4.0,7,1,7,7,7,7,6,7,7,7,7,6,7,0.1
357,0,14,18,373,27,9.0,4.0,2.0,7,0,6,8,7,6,9,0,0,0,0,0,0,0.05555555555555555
343,0,14,18,367,32,10.0,2.0,4.0,6,1,8,8,8,8,9,0,0,0,0,0,0,0.05555555555555555
104,1,4,18,79,27,10.0,2.0,2.0,6,1,6,8,7,7,7,6,8,7,7,7,6,0.05555555555555555
379,0,15,19,402,38,8.0,2.0,7.0,2,1,7,9,9,8,9,0,0,0,0,0,0,0.05263157894736842
264,0,11,21,287,26,6.0,2.0,2.0,3,0,2,3,6,4,6,0,0,0,0,0,0,0.047619047619047616
218,1,9,20,204,24,10.0,2.0,2.0,5,1,6,5,5,6,6,6,5,5,6,6,5,0.05
233,1,9,20,209,29,13.0,4.0,7.0,5,0,7,8,8,8,8,7,8,8,8,8,5,0.05
33,0,2,16,50,30,3.0,2.0,6.0,3,1,7,9,7,7,10,0,0,0,0,0,0,0.0625
95,1,4,18,78,26,8.0,2.0,7.0,3,0,5,6,7,4,4,5,6,7,4,4,3,0.05555555555555555
27,0,2,16,43,22,3.0,3.0,9.0,3,0,1,6,7,6,4,0,0,0,0,0,0,0.0625
372,1,14,20,350,27,8.0,2.0,10.0,5,1,9,8,7,6,5,9,8,7,6,5,5,0.05
111,1,4,18,76,27,8.0,4.0,7.0,5,0,3,4,8,8,6,3,4,8,8,6,5,0.05555555555555555
88,0,4,18,97,23,11.0,2.0,9.0,5,0,6,7,10,7,10,0,0,0,0,0,0,0.05555555555555555
348,0,14,18,375,21,9.0,4.0,2.0,5,1,9,9,8,8,9,0,0,0,0,0,0,0.05555555555555555
278,1,11,21,253,32,5.0,2.0,2.0,3,0,5,7,7,5,8,5,7,7,5,8,3,0.047619047619047616
83,0,4,18,97,35,8.0,3.0,7.0,4,0,8,6,7,7,7,0,0,0,0,0,0,0.05555555555555555
161,1,7,16,157,22,10.0,2.0,10.0,5,0,8,8,8,9,7,8,8,8,9,7,5,0.0625
218,1,9,20,209,24,10.0,2.0,2.0,1,0,3,4,5,5,4,3,4,5,5,4,1,0.05
433,0,17,14,444,30,15.0,6.0,6.0,5,0,8,6,6,5,5,0,0,0,0,0,0,0.07142857142857142
379,0,15,19,411,38,8.0,2.0,7.0,4,1,8,9,9,8,8,0,0,0,0,0,0,0.05263157894736842
283,1,11,21,261,27,5.0,4.0,7.0,8,1,6,6,6,6,6,6,6,6,6,6,8,0.047619047619047616
160,1,7,16,157,29,8.0,1.0,8.0,7,1,10,8,8,9,9,10,8,8,9,9,7,0.0625
27,0,2,16,42,22,3.0,3.0,9.0,2,0,1,4,6,2,6,0,0,0,0,0,0,0.0625
230,1,9,20,201,42,13.0,2.0,7.0,4,1,9,8,9,9,5,9,8,9,9,5,4,0.05
77,0,4,18,97,22,11.0,2.0,11.0,4,1,6,5,6,7,6,0,0,0,0,0,0,0.05555555555555555
448,1,17,11,431,22,1.0,2.0,7.0,3,1,5,6,8,4,8,5,6,8,4,8,3,0.09090909090909091
275,1,11,21,269,21,5.0,2.0,7.0,7,1,8,6,7,5,7,8,6,7,5,7,7,0.047619047619047616
198,0,9,20,229,23,13.0,4.0,7.0,4,0,6,6,8,6,6,0,0,0,0,0,0,0.05
84,0,4,18,98,32,10.0,3.0,4.0,6,0,5,8,5,2,2,0,0,0,0,0,0,0.05555555555555555
223,1,9,20,205,28,7.0,2.0,2.0,5,1,8,8,8,8,7,8,8,8,8,7,5,0.05
144,0,7,16,162,23,10.0,2.0,2.0,5,1,7,7,8,8,7,0,0,0,0,0,0,0.0625
158,1,7,16,150,23,10.0,2.0,2.0,5,1,10,8,9,7,7,10,8,9,7,7,5,0.0625
23,0,2,16,55,21,3.0,4.0,3.0,5,0,6,8,7,6,7,0,0,0,0,0,0,0.0625
355,0,14,18,361,24,3.0,2.0,3.0,2,0,4,8,7,9,8,0,0,0,0,0,0,0.05555555555555555
61,0,3,10,74,28,7.0,2.0,2.0,5,0,5,8,8,8,7,0,0,0,0,0,0,0.1
217,1,9,20,196,26,10.0,2.0,2.0,6,0,4,7,8,5,4,4,7,8,5,4,6,0.05
57,0,3,10,74,22,11.0,2.0,9.0,8,0,8,9,10,10,9,0,0,0,0,0,0,0.1
333,1,13,10,326,23,8.0,2.0,7.0,5,0,4,7,5,5,6,4,7,5,5,6,5,0.1
82,0,4,18,99,25,9.0,6.0,2.0,8,1,8,8,10,10,10,0,0,0,0,0,0,0.05555555555555555
26,0,2,16,54,23,11.0,2.0,9.0,3,0,2,8,7,2,7,0,0,0,0,0,0,0.0625
165,1,7,16,153,30,13.0,2.0,6.0,5,0,7,8,8,6,7,7,8,8,6,7,5,0.0625
173,1,7,16,145,22,2.0,2.0,2.0,4,0,4,6,6,5,5,4,6,6,5,5,4,0.0625
81,0,4,18,111,28,6.0,2.0,6.0,8,0,4,9,9,6,7,0,0,0,0,0,0,0.05555555555555555
65,0,3,10,74,23,11.0,6.0,3.0,6,0,7,7,7,7,7,0,0,0,0,0,0,0.1
282,1,11,21,263,23,5.0,1.0,7.0,6,1,8,8,8,8,8,8,8,8,8,8,6,0.047619047619047616
159,1,7,16,150,28,10.0,2.0,2.0,7,1,8,9,9,8,8,8,9,9,8,8,7,0.0625
415,1,15,18,379,31,8.0,2.0,7.0,5,1,5,5,5,5,5,5,5,5,5,5,5,0.05555555555555555
250,1,10,9,239,25,6.0,6.0,2.0,9,0,5,8,7,6,6,5,8,7,6,6,9,0.1111111111111111
228,1,9,20,201,24,10.0,4.0,2.0,3,0,6,7,7,5,5,6,7,7,5,5,3,0.05
91,0,4,18,96,25,1.0,6.0,1.0,2,0,4,6,6,6,6,0,0,0,0,0,0,0.05555555555555555
80,0,4,18,108,27,10.0,4.0,2.0,8,1,8,8,8,8,8,0,0,0,0,0,0,0.05555555555555555
258,0,11,21,286,25,9.0,6.0,2.0,6,0,5,4,8,2,3,0,0,0,0,0,0,0.047619047619047616
163,1,7,16,153,26,9.0,2.0,2.0,5,1,8,10,8,8,8,8,10,8,8,8,5,0.0625
248,1,10,9,235,27,8.0,6.0,7.0,6,1,7,8,6,8,6,7,8,6,8,6,6,0.1111111111111111
216,1,9,20,210,27,8.0,2.0,7.0,6,1,8,9,9,9,9,8,9,9,9,9,6,0.05
400,1,15,18,379,26,8.0,2.0,7.0,8,1,4,5,7,7,6,4,5,7,7,6,8,0.05555555555555555
218,1,9,20,198,24,10.0,2.0,2.0,1,0,3,7,5,3,4,3,7,5,3,4,1,0.05
239,0,10,9,251,34,10.0,2.0,7.0,6,0,5,7,8,6,6,0,0,0,0,0,0,0.1111111111111111
148,0,7,16,165,27,8.0,4.0,7.0,1,0,6,7,6,1,5,0,0,0,0,0,0,0.0625
360,0,14,18,375,24,3.0,6.0,3.0,4,1,9,5,6,6,5,0,0,0,0,0,0,0.05555555555555555
289,1,11,21,255,28,8.0,4.0,7.0,3,0,7,4,7,4,7,7,4,7,4,7,3,0.047619047619047616
156,0,7,16,163,30,8.0,1.0,7.0,6,1,6,9,10,7,10,0,0,0,0,0,0,0.0625
41,1,2,19,39,30,1.0,4.0,1.0,1,0,5,5,5,10,5,5,5,5,10,5,1,0.05263157894736842
20,1,1,10,9,24,8.0,2.0,7.0,6,0,5,6,6,6,6,5,6,6,6,6,6,0.1
72,1,3,10,61,22,5.0,2.0,7.0,7,0,5,8,7,5,6,5,8,7,5,6,7,0.1
183,0,8,10,187,24,11.0,2.0,6.0,5,0,6,6,6,6,6,0,0,0,0,0,0,0.1
157,0,7,16,173,28,8.0,4.0,7.0,7,0,5,6,5,6,5,0,0,0,0,0,0,0.0625
396,0,15,19,398,25,15.0,4.0,6.0,3,1,8,9,8,9,9,0,0,0,0,0,0,0.05263157894736842
10,0,1,10,15,26,13.0,2.0,9.0,1,0,5,7,7,7,7,0,0,0,0,0,0,0.1
218,1,9,20,201,24,10.0,2.0,2.0,5,0,6,6,6,5,5,6,6,6,5,5,5,0.05
276,1,11,21,266,26,10.0,2.0,2.0,2,1,9,9,6,5,4,9,9,6,5,4,2,0.047619047619047616
104,1,4,18,85,27,10.0,2.0,2.0,2,0,6,8,6,6,5,6,8,6,6,5,2,0.05555555555555555
7,0,1,10,12,22,1.0,4.0,1.0,3,0,6,6,8,4,9,0,0,0,0,0,0,0.1
407,1,15,18,391,24,14.0,2.0,6.0,6,0,6,7,6,6,7,6,7,6,6,7,6,0.05555555555555555
15,1,1,10,2,24,1.0,3.0,1.0,1,1,10,10,10,10,7,10,10,10,10,7,1,0.1
38,0,2,16,41,23,1.0,1.0,1.0,1,0,1,1,10,1,10,0,0,0,0,0,0,0.0625
167,1,7,16,157,23,10.0,2.0,2.0,4,1,6,7,6,6,5,6,7,6,6,5,4,0.0625
12,1,1,10,9,22,1.0,2.0,1.0,4,1,8,8,10,7,6,8,8,10,7,6,4,0.1
25,0,2,16,40,25,11.0,2.0,9.0,4,0,7,8,9,6,8,0,0,0,0,0,0,0.0625
27,0,2,16,41,22,3.0,3.0,9.0,1,0,1,6,4,2,1,0,0,0,0,0,0,0.0625
347,0,14,18,362,26,9.0,1.0,13.0,3,1,7,8,8,7,6,0,0,0,0,0,0,0.05555555555555555
376,1,14,20,355,25,8.0,4.0,10.0,5,0,7,8,7,5,6,7,8,7,5,6,5,0.05
447,1,17,11,430,26,13.0,4.0,7.0,4,0,5,7,7,5,4,5,7,7,5,4,4,0.09090909090909091
445,1,17,11,432,30,13.0,2.0,9.0,6,1,6,8,8,8,6,6,8,8,8,6,6,0.09090909090909091
74,1,3,10,62,25,5.0,2.0,5.0,6,1,10,9,9,9,7,10,9,9,9,7,6,0.1
80,0,4,18,103,27,10.0,4.0,2.0,7,1,7,8,8,8,8,0,0,0,0,0,0,0.05555555555555555
413,1,15,18,381,26,8.0,2.0,8.0,3,0,6,6,6,6,6,6,6,6,6,6,3,0.05555555555555555
30,0,2,16,55,23,1.0,2.0,1.0,5,1,7,7,8,8,7,0,0,0,0,0,0,0.0625
392,0,15,19,404,26,6.0,2.0,6.0,6,1,9,8,8,8,7,0,0,0,0,0,0,0.05263157894736842
444,1,17,11,438,26,8.0,2.0,7.0,6,0,7,9,7,8,7,7,9,7,8,7,6,0.09090909090909091
147,0,7,16,171,26,8.0,4.0,7.0,5,0,4,7,9,4,6,0,0,0,0,0,0,0.0625
407,1,15,18,386,24,14.0,2.0,6.0,7,0,7,9,9,7,9,7,9,9,7,9,7,0.05555555555555555
13,1,1,10,6,22,1.0,4.0,1.0,10,1,10,10,10,10,10,10,10,10,10,10,10,0.1
223,1,9,20,194,28,7.0,2.0,2.0,6,1,7,7,7,8,6,7,7,7,8,6,6,0.05
348,0,14,18,361,21,9.0,4.0,2.0,3,1,8,10,10,7,10,0,0,0,0,0,0,0.05555555555555555
